206,101,46076739.0,0,2,0
207,101,46076969.0,4,0,0
210,337,46078040.0,47,32,1
211,586,46078609.0,11,0,0
212,101,46078942.0,1,11,1
213,63,46079219.0,9,1,0
214,266,46081100.0,31,29,0
215,2496,46081273.0,384,5,0
216,31,46081369.0,4,0,0
217,522,46081889.0,111,16,1
218,121,46082631.0,9,12,0
219,184,46084641.0,119,2,0
220,248,46087258.0,34,11,0
221,615,46088348.0,77,95,0
222,101,46092690.0,3,3,0
223,4022,46093974.0,1471,345,19
225,101,46094953.0,6,0,0
226,1293,46095896.0,266,55,0
227,226,46096824.0,4,71,0
228,121,46096947.0,4,9,0
229,629,46098106.0,64,65,0
230,1233,46098111.0,106,170,2
232,101,46098905.0,0,4,0
233,101,46100451.0,3,4,0
235,101,46100940.0,5,0,0
236,221,46101317.0,9,8,0
239,101,46104136.0,66,3,0
240,281,46104777.0,31,8,0
241,101,46105704.0,0,0,0
246,101,46113765.0,9,0,1
247,898,46116326.0,104,82,3
248,101,46116658.0,0,1,0
250,131,46138595.0,6,9,0
251,7931,46146528.0,984,819,0
252,315,46149671.0,40,8,0
253,5309,46162430.0,1147,1160,5
254,101,46171549.0,0,3,0
255,195,46171994.0,11,32,0
256,171,46177753.0,6,2,0
257,121,46180202.0,2,2,0
258,101,46186732.0,1,9,0
259,138,46205473.0,6,3,0
260,526,46207280.0,24,2,0
261,442,46211904.0,84,30,2
263,101,46237086.0,4,0,0
264,4701,46241796.0,839,1408,55
266,1272,46256475.0,335,108,1
267,91,46259514.0,17,4,0
268,101,46260862.0,4,1,0
270,229,46274130.0,25,4,0
273,1384,46313683.0,87,17,0
275,101,46457059.0,0,0,0
276,201,46467074.0,17,10,0
277,131,46536396.0,22,1,0
278,101,46624459.0,7,0,0
279,6176,46627329.0,374,578,8
280,101,46630210.0,1,27,0
281,101,46634937.0,1,0,0
282,101,46634972.0,7,2,0
283,118,46635065.0,5,23,0
284,190,46635085.0,10,191,0
285,223,46635164.0,6,3,0
287,847,46635395.0,73,19,0
288,86,46635462.0,3,9,0
290,129,46635546.0,127,8,4
291,251,46635576.0,17,51,0
292,138,46635582.0,13,15,4
293,101,46635618.0,0,0,0
297,103,46635887.0,2,17,0
298,111,46635955.0,6,2,0
300,524,46636043.0,44,223,0
301,155,46636117.0,6,6,1
302,246,46636171.0,36,17,1
303,238,46636219.0,140,1,1
305,118,46636403.0,24,4,0
307,4829,46636538.0,1088,692,3
308,101,46636660.0,3,0,0
310,101,46636989.0,0,0,0
311,101,46637080.0,1,0,0
314,101,46637168.0,1,0,0
315,611,46637171.0,49,2,0
316,101,46637204.0,0,0,0
317,81,46637587.0,24,0,0
319,1994,46638003.0,523,62,0
320,101,46638112.0,0,3,0
322,101,46638257.0,0,0,0
325,101,46638681.0,1,0,0
326,101,46638742.0,5,5,0
327,303,46638875.0,36,0,0
329,101,46639220.0,1,0,0
330,101,46639223.0,1,0,0
333,1233,46639790.0,104,75,4
334,5134,46639799.0,842,58,9
335,101,46639809.0,0,4,0
338,126,46640912.0,2,0,0
339,3039,46641481.0,363,125,0
340,101,46641582.0,4,0,0
344,101,46642357.0,0,0,0
346,101,46642669.0,0,4,0
347,101,46642785.0,0,0,0
350,101,46643461.0,1,2,0
351,101,46643807.0,8,1,0
352,793,46644371.0,99,236,2
353,101,46644443.0,6,2,0
354,101,46644457.0,1,3,0
357,101,46645484.0,0,3,0
358,51,46645728.0,4,12,0
360,101,46646720.0,1,0,0
362,101,46647229.0,0,0,1
364,5442,46647484.0,671,115,2
365,101,46647905.0,1,2,0
366,21,46648679.0,14,0,0
367,111,46651696.0,0,0,0
368,369,46652991.0,18,5,0
369,29,46653662.0,1,0,0
371,101,46654022.0,1,0,0
373,101,46655113.0,1,13,0
374,101,46657404.0,1,0,0
375,529,46657960.0,46,9,0
377,101,46658512.0,2,0,0
378,316,46658545.0,6,2,0
380,101,46658773.0,2,4,0
381,101,46658969.0,0,1,0
382,101,46659145.0,0,0,0
383,101,46659479.0,1,3,0
384,101,46659630.0,0,0,0
385,101,46659818.0,0,0,0
386,891,46660086.0,185,55,0
389,101,46661284.0,0,7,0
390,101,46661579.0,0,0,0
391,101,46661833.0,2,1,0
392,101,46662318.0,2,1,0
393,101,46662377.0,1,0,0
394,33,46662537.0,5,0,0
395,101,46662966.0,0,7,0
396,101,46663325.0,2,0,0
397,101,46663534.0,7,2,0
398,101,46663723.0,4,1,0
399,101,46664391.0,0,0,0
400,213,46664701.0,14,0,0
401,6906,46665303.0,1070,394,6
402,61,46666521.0,2,0,0
406,101,46668849.0,2,0,0
407,101,46669882.0,2,0,0
408,101,46672679.0,1,0,0
410,123,46676956.0,5,21,0
411,101,46677572.0,1,2,0
412,101,46677774.0,1,8,0
413,101,46678199.0,0,26,0
414,106,46678284.0,4,1,0
417,101,46679287.0,1,1,0
419,379,46680502.0,25,7,0
420,101,46680687.0,4,244,0
422,111,46681544.0,1,7,0
424,101,46682119.0,1,0,0
426,101,46682871.0,1,0,0
427,38,46683196.0,10,17,0
428,126,46683357.0,1,0,0
431,71,46683777.0,28,1,0
432,101,46684417.0,1,0,0
434,111,46685151.0,7,54,0
435,101,46685348.0,1,0,0
436,101,46686240.0,0,0,0
438,2133,46687085.0,272,28,1
439,2031,46687634.0,268,152,1
440,101,46688045.0,0,0,0
441,101,46688216.0,0,0,0
442,6431,46688497.0,973,857,21
443,11,46691696.0,1,0,0
444,101,46692496.0,0,0,0
445,152,46692848.0,10,32,0
446,118,46693688.0,8,12,0
447,1422,46693880.0,173,20,0
449,12813,46696234.0,1089,1607,57
452,111,46698549.0,1,3,0
453,131,46698599.0,1,0,0
455,378,46698807.0,24,26,0
456,101,46699009.0,1,0,0
457,101,46699086.0,0,0,0
458,101,46699110.0,0,0,0
460,148,46699767.0,5,4,0
461,101,46700125.0,2,13,0
462,101,46700255.0,0,0,0
463,141,46701571.0,11,11,0
465,101,46701842.0,1,0,0
467,101,46703040.0,3,3,0
468,141,46704877.0,1,2,0
469,101,46705911.0,0,1,0
472,101,46706460.0,0,0,0
474,22,46706891.0,12,0,0
475,101,46707226.0,1,0,0
476,208,46707589.0,7,0,1
478,300,46707663.0,29,13,0
480,113,46708172.0,4,0,0
481,31,46708670.0,4,0,0
482,61,46708788.0,9,0,0
483,101,46708798.0,1,0,0
485,2908,46709122.0,265,444,11
486,101,46710281.0,0,46,0
488,109,46711201.0,7,2,0
490,1,46711559.0,1,0,0
491,46,46713167.0,3,0,0
492,1,46714230.0,6,0,0
493,909,46714501.0,96,87,4
494,11,46714557.0,9,0,0
495,2092,46714959.0,272,32,4
498,19,46716384.0,1,0,0
500,104,46717277.0,2,0,0
501,300,46717946.0,20,9,0
503,108,46721391.0,8,1,0
504,101,46721481.0,3,1,0
506,223,46723736.0,29,14,0
509,139,46726034.0,90,24,2
510,101,46728079.0,1,0,0
511,1796,46728233.0,516,33,4
512,101,46728542.0,1,0,0
513,16,46731634.0,5,0,0
516,157,46734370.0,11,3,0
517,101,46734379.0,0,0,0
520,268,46738392.0,42,9,0
521,2133,46742207.0,205,65,0
522,101,46742640.0,1,0,0
523,326,46743376.0,32,10,0
524,101,46744375.0,1,0,0
526,1,46748689.0,1,0,0
527,125,46752631.0,6,61,0
528,148,46754132.0,22,1,0
529,118,46755344.0,40,61,0
530,599,46760131.0,77,2,0
531,19,46761454.0,7,0,0
536,101,46765852.0,1,0,0
539,279,46773052.0,31,14,0
541,141,46773922.0,9,0,0
542,101,46775266.0,1,0,0
543,101,46780740.0,0,0,0
546,138,46784543.0,11,1,0
547,101,46785097.0,10,0,0
549,286,46790034.0,39,5,0
553,101,46792255.0,4,0,0
555,101,46793620.0,2,0,0
556,113,46794217.0,22,33,0
557,1273,46796099.0,142,58,0
558,101,46798747.0,1,0,0
559,485,46800075.0,44,9,0
560,104,46803166.0,6,0,0
561,2002,46804071.0,186,155,11
562,173,46804197.0,21,6,0
563,101,46806730.0,0,0,0
564,101,46808563.0,0,0,0
565,125,46808951.0,32,22,0
566,11,46811281.0,37,17,0
569,307,46816927.0,46,43,0
572,161,46821392.0,19,2,0
573,365,46824960.0,40,260,0
575,101,46827827.0,3,0,0
577,101,46832070.0,0,0,0
578,65,46833664.0,14,7,0
582,2400,46849098.0,293,692,23
583,101,46854813.0,0,0,0
586,101,46860434.0,0,1,0
588,1034,46863385.0,185,38,0
589,58,46865691.0,11,4,0
590,101,46867622.0,1,0,0
591,101,46869358.0,1,0,0
593,108,46871098.0,0,3,0
594,101,46871353.0,1,0,0
595,146,46873178.0,25,57,0
596,101,46873227.0,2,0,0
597,232,46875349.0,12,178,2
600,165,46876468.0,4,33,0
601,13478,46877352.0,1286,283,17
603,10647,46881489.0,1225,683,49
605,108,46888220.0,3,4,0
606,101,46889731.0,0,0,0
608,138,46892730.0,18,4,0
609,691,46892837.0,113,44,1
612,1,46900311.0,1,0,0
613,101,46901265.0,0,0,0
614,305,46903898.0,34,7,0
615,379,46911473.0,51,163,49
616,26,46914017.0,6,0,0
617,101,46931779.0,0,9,0
618,101,46943423.0,2,0,0
621,101,46965653.0,1,22,0
624,121,46975853.0,6,0,0
626,101,46988167.0,3,0,0
629,133,47011363.0,9,0,0
631,101,47038976.0,1,0,0
632,202,47053740.0,38,69,0
633,101,47055866.0,2,0,0
634,426,47061176.0,47,8,0
635,146,47065407.0,3,1,0
636,1,47067925.0,0,0,0
637,118,47069585.0,6,25,0
638,241,47075639.0,13,2,0
640,101,47117477.0,1,0,0
641,1,47124118.0,0,0,0
642,23,47127009.0,0,0,0
643,251,47132364.0,31,13,0
644,28,47147766.0,16,2,0
646,111,47153793.0,5,26,1
647,141,47165450.0,19,14,0
648,101,47179897.0,0,0,0
650,230,47204870.0,42,45,0
652,158,47221900.0,6,0,0
653,1,47224892.0,4,0,0
656,2320,47229478.0,203,1273,7
660,286,47232359.0,37,16,3
665,58,47244421.0,3,5,0
666,1855,47244672.0,105,71,0
667,406,47244969.0,56,11,0
668,101,47246037.0,12,2,0
669,101,47248816.0,1,0,0
671,101,47250863.0,4,9,0
672,111,47253237.0,8,1,0
676,101,47276908.0,9,0,0
677,101,47281251.0,0,2,0
679,336,47296548.0,15,0,0
681,101,47302925.0,0,4,0
682,101,47313997.0,1,0,0
683,101,47314787.0,1,0,0
684,186,47327457.0,16,8,0
685,1,47327966.0,0,0,0
686,44152,47328160.0,7357,2156,82
687,26,47328623.0,0,0,0
689,101,47330492.0,0,0,0
690,121,47333383.0,7,5,0
691,1,47336315.0,1,0,0
692,101,47337987.0,0,0,0
696,2282,47351441.0,182,136,18
697,176,47354773.0,18,57,2
698,113,47363242.0,2,2,0
700,101,47368906.0,0,0,0
701,101,47369696.0,0,0,0
702,424,47369934.0,37,34,2
703,101,47370653.0,0,0,0
704,577,47370980.0,64,51,0
705,121,47372470.0,1,3,0
706,101,47375404.0,0,0,0
707,101,47375444.0,57,10,0
708,101,47375852.0,0,1,0
710,101,47377476.0,0,0,0
711,101,47378855.0,0,0,0
713,6,47382655.0,3,0,0
714,101,47382739.0,0,0,0
715,101,47382993.0,0,0,0
716,1,47383376.0,4,0,0
717,101,47383472.0,0,0,0
718,101,47383578.0,1,0,0
719,101,47384934.0,0,0,0
720,101,47385177.0,0,0,0
721,121,47388314.0,3,7,0
722,113,47388678.0,1,1,0
723,101,47390236.0,0,0,0
724,101,47390682.0,1,0,0
725,101,47394204.0,0,0,0
726,185,47394723.0,9,24,0
727,101,47394875.0,1,0,0
728,101,47396051.0,0,0,0
729,136,47396819.0,10,1,0
732,151,47398255.0,9,1,0
733,101,47398611.0,2,0,0
734,101,47400713.0,8,1,0
735,101,47401376.0,0,4,0
736,101,47401588.0,1,0,0
737,93,47404296.0,3,1,0
738,131,47404316.0,8,6,0
739,106,47404598.0,9,2,0
740,305,47404793.0,92,41,2
741,262,47408653.0,20,6,0
742,101,47408971.0,0,0,0
743,235,47409709.0,13,26,0
744,101,47413450.0,1,0,0
745,101,47414674.0,1,0,0
746,101,47416279.0,0,2,0
747,143,47418536.0,4,3,0
748,101,47419188.0,0,0,0
749,292,47419250.0,35,6,0
751,101,47422485.0,0,0,0
753,101,47431419.0,34,3,0
754,101,47434116.0,0,0,0
755,101,47437433.0,0,0,0
760,168,47466194.0,13,13,0
762,48,47473164.0,7,1,0
764,101,47477127.0,0,1,0
765,86,47478866.0,11,0,0
767,66,47485369.0,9,1,0
768,101,47486212.0,7,1,0
770,139,47492885.0,13,61,0
771,101,47493820.0,1,0,0
772,101,47494507.0,1,0,0
774,101,47499253.0,0,1,0
775,436,47499858.0,24,5,0
776,1895,47500844.0,312,225,1
777,101,47500885.0,0,0,0
778,311,47504074.0,36,49,0
779,103,47506887.0,0,1,1
780,101,47508400.0,0,1,0
781,566,47518165.0,78,9,1
782,141,47524955.0,0,5,0
785,101,47533631.0,1,0,0
786,101,47541785.0,1,0,0
787,111,47542113.0,3,2,0
789,151,47544189.0,11,2,0
791,123,47566563.0,8,20,0
793,101,47568145.0,0,0,0
795,5606,47584434.0,967,1547,8
797,101,47592147.0,1,0,0
798,101,47596753.0,0,1,0
799,103,47616052.0,7,0,0
800,244,47624375.0,18,15,0
801,111,47626655.0,6,3,0
802,101,47626819.0,2,0,0
803,118,47627509.0,13,0,0
805,65272,47634007.0,5680,7035,143
806,111,47644910.0,3,0,0
807,123,47648285.0,5,14,0
808,101,47649656.0,8,27,0
809,116,47651115.0,6,0,0
812,628,47658022.0,98,215,2
813,101,47661253.0,0,2,0
814,101,47669231.0,0,0,0
816,101,47688003.0,0,0,0
819,101,47712218.0,0,0,0
821,101,47742738.0,1,0,0
822,101,47747486.0,0,0,0
823,101,47754575.0,1,0,0
825,138,47773684.0,7,1,0
826,101,47777066.0,0,0,0
827,262,47778623.0,22,6,0
828,101,47809383.0,0,0,0
829,101,47809449.0,0,0,0
830,830,47812507.0,174,148,0
831,101,47816099.0,1,0,0
833,21,47840311.0,0,0,0
834,136,47841381.0,45,8,0
835,176,47847622.0,12,36,0
836,101,47848140.0,2,0,0
838,101,47849327.0,0,6,0
839,101,47854117.0,1,0,0
840,259,47855682.0,63,19,1
842,101,47861716.0,5,24,0
844,101,47866024.0,1,0,0
845,597,47871698.0,46,22,0
846,101,47878297.0,3,0,0
847,591,47878385.0,67,15,0
850,193,47882422.0,9,10,0
851,1075,47886012.0,77,11,1
852,21,47891964.0,7,0,0
855,101,47933190.0,2,0,0
856,51,47936889.0,1,0,0
857,101,47941208.0,6,0,0
858,2834,47942916.0,434,333,24
861,130,47963074.0,12,2,0
862,531,47967270.0,90,2,0
865,101,47975380.0,1,0,0
866,1,47987358.0,3,0,0
867,11,47991720.0,1,0,0
869,131,47996683.0,3,1,0
870,257,47996958.0,13,7,0
871,101,47999240.0,2,3,0
872,128,48000692.0,5,5,0
873,451,48002551.0,27,0,0
876,123,48015464.0,8,4,0
877,101,48017843.0,8,1,0
878,101,48018091.0,4,0,0
879,101,48024029.0,0,2,0
880,88,48024735.0,7,0,0
881,1118,48024758.0,62,6,2
882,101,46637125.0,6,5,0
884,101,48034555.0,3,0,0
887,18187,48062705.0,1660,230,4
888,315,48064119.0,21,8,0
890,155,48072064.0,66,23,0
891,101,48076117.0,14,0,0
892,2772,48079795.0,207,167,2
894,101,48091713.0,0,0,0
899,101,48107177.0,0,0,0
900,1054,48109733.0,87,221,0
901,101,48114915.0,2,11,0
902,101,48117291.0,0,0,0
903,128,48117690.0,14,4,0
906,101,48125118.0,2,0,0
909,171,48128926.0,4,3,0
911,101,48138316.0,0,0,0
912,101,48151515.0,0,0,0
913,262,48152761.0,27,3,0
914,159,48158031.0,16,7,0
919,87393,48176987.0,20932,11273,779
923,101,48185417.0,1,0,0
926,101,48187230.0,0,0,0
927,21,48187255.0,1,0,0
928,101,48188060.0,0,0,0
929,101,48193788.0,0,0,0
930,31170,48196247.0,5529,10523,214
931,101,48201713.0,1,0,0
932,101,48202225.0,0,0,0
933,118,48205586.0,0,7,0
934,101,48207960.0,0,0,0
935,101,48210546.0,0,0,0
937,115,48221751.0,1,2,0
938,171,48230479.0,15,7,0
939,131,48238952.0,0,0,0
940,101,48253064.0,1,0,0
941,101,48261308.0,0,0,0
942,151,48271906.0,4,0,0
944,126,48278242.0,6,2,0
945,123,48279390.0,9,19,0
948,101,48299176.0,0,1,0
952,14,48343600.0,2,0,0
954,101,48350309.0,2,0,0
955,101,48350853.0,0,0,0
956,218,48353610.0,14,47,1
957,135,48356737.0,35,1,0
959,326,48379228.0,19,1,0
960,101,48397922.0,0,0,0
961,620,48402983.0,73,86,3
962,43,48422002.0,13,1,0
963,101,48423506.0,0,0,0
966,1290,48435548.0,137,244,0
968,108,48443662.0,3,10,0
970,101,48446235.0,1,0,0
971,101,48448849.0,0,0,0
972,150,48450718.0,9,5,1
973,101,48459432.0,3,3,0
976,239,48490286.0,20,63,0
977,423,48499455.0,65,13,0
978,101,48502196.0,0,1,0
979,261,48510104.0,31,12,0
980,101,48522773.0,1,0,0
981,101,48528629.0,1,0,0
982,101,48530960.0,2,2,0
983,101,48534197.0,0,0,0
985,101,48562941.0,15,2,0
986,148,48582816.0,8,3,0
988,168,48601703.0,61,31,0
989,101,48604707.0,2,0,0
990,147,48606099.0,46,11,0
991,143,48613324.0,5,1,0
993,28,48641240.0,1,3,0
994,323,48643107.0,65,9,1
995,196,48648225.0,10,4,0
996,364,48656518.0,68,10,0
997,198,48656752.0,25,0,0
998,101,48662794.0,0,0,0
1000,101,48673384.0,2,1,0
1001,111,48680548.0,2,2,0
1004,136,48693680.0,6,2,0
1005,3679,48695469.0,870,325,0
1007,444,48697560.0,264,8,0
1010,101,48702696.0,1,0,0
1011,191,48710158.0,9,0,0
1013,96,48714730.0,18,0,0
1014,101,48715489.0,0,0,0
1015,101,48716400.0,1,0,0
1016,111,48724971.0,1,8,0
1017,101,48729107.0,2,13,0
1019,119,48745453.0,6,10,0
1021,167,48778003.0,4,29,0
1024,58,48787539.0,12,0,0
1025,136,48792638.0,4,0,0
1026,167,48794563.0,10,8,0
1027,156,48796590.0,2,4,0
1028,360,48800252.0,45,30,2
1029,28,48804143.0,2,0,0
1030,101,48828222.0,2,0,0
1032,101,48870114.0,4,2,0
1033,130,48889658.0,8,0,1
1034,26,48894530.0,4,0,0
1035,106,48895038.0,6,2,0
1036,8236,48900151.0,1305,11442,43
1040,101,48913629.0,2,0,0
1041,101,48913644.0,0,0,0
1043,55,48949621.0,37,2,0
1047,31,48963044.0,0,2,0
1048,468,48968537.0,135,28,0
1049,106,48969919.0,6,0,0
1050,478,48972073.0,53,39,2
1053,101,48985734.0,0,0,0
1054,131,48987073.0,5,0,0
1056,21,49015009.0,2,0,0
1059,101,49030911.0,0,7,0
1063,101,49043678.0,0,0,0
1064,101,49044003.0,0,1,0
1065,111,49044070.0,7,6,0
1066,101,49047020.0,10,0,0
1068,31,49051573.0,4,0,0
1069,101,49051773.0,0,0,0
1072,126,49068793.0,6,0,0
1073,101,49069333.0,3,0,0
1074,101,49081473.0,1,2,0
1075,213,49102815.0,28,26,1
1076,101,49127277.0,4,18,0
1077,444,49130131.0,222,50,0
1079,192,49140291.0,33,8,0
1080,1597,49174594.0,188,81,1
1082,106,49202377.0,11,5,0
1083,101,49205595.0,0,1,0
1084,276,49209069.0,45,42,1
1085,101,49217196.0,2,0,0
1087,101,49228006.0,1,0,0
1088,38,49232921.0,4,6,0
1090,93,49239285.0,16,0,0
1091,39,49272210.0,10,1,0
1092,101,49276891.0,1,0,0
1094,23,49278248.0,5,0,0
1098,305,49306755.0,48,69,0
1099,1,49307989.0,0,0,0
1100,101,49314513.0,1,0,0
1101,101,49321445.0,5,4,0
1102,329,49326425.0,55,15,0
1103,101,49330724.0,1,1,0
1104,100,49354918.0,0,10,1
1105,296,49366731.0,7,1,0
1106,2410,49400249.0,140,202,2
1107,506,49404723.0,87,35,1
1108,3555,49426006.0,386,347,1
1109,101,49429363.0,0,0,0
1110,101,49495734.0,1,0,0
1112,326,49510610.0,36,24,0
1113,101,49521538.0,1,0,0
1114,121,49555924.0,9,1,0
1115,101,49573010.0,0,0,0
1117,195,49585857.0,9,6,0
1118,935,49607018.0,278,88,2
1119,678,49639006.0,28,10,0
1120,113,49660647.0,5,1,0
1121,130,49674987.0,10,6,0
1122,1544,49678354.0,196,0,0
1123,101,49696600.0,0,0,0
1124,3000,49712847.0,456,140,7
1125,101,49717372.0,0,0,0
1126,299,49718606.0,30,9,2
1127,148,49731529.0,25,0,0
1130,101,49760105.0,1,0,0
1131,101,49762129.0,0,0,0
1133,3,49797995.0,2,0,0
1134,93,49798718.0,31,1,0
1135,116,49806335.0,4,0,0
1136,101,49812751.0,1,0,0
1137,173,49814535.0,4,0,0
1138,169,49822696.0,5,15,0
1141,148,49838478.0,11,2,0
1142,100,49838833.0,48,1,1
1144,246,49851787.0,95,30,0
1146,1086,49855488.0,189,73,6
1147,101,49869810.0,1,2,0
1148,66,49874822.0,82,4,0
1149,101,49880578.0,0,1,0
1150,585,49886335.0,56,25,0
1151,101,49886425.0,6,1,0
1152,101,49894506.0,1,0,0
1153,1,49897901.0,1,0,0
1154,386,49898518.0,137,252,3
1156,101,49924837.0,0,0,0
1157,138,49926366.0,39,10,0
1158,33,49928124.0,5,1,0
1160,101,49934221.0,0,0,0
1161,101,49934492.0,0,0,0
1162,101,49934532.0,1,0,0
1163,301,49934551.0,43,2,0
1164,101,49935179.0,3,2,0
1166,101,49935340.0,4,1,0
1167,16,49937488.0,5,0,0
1169,101,49938467.0,1,0,0
1170,101,49942405.0,0,1,0
1173,101,49944516.0,1,0,0
1178,101,49960824.0,0,0,0
1179,101,49966605.0,1,1,0
1180,101,49969240.0,0,1,0
1181,101,49977219.0,0,0,0
1182,101,49977916.0,2,2,0
1183,101,49978183.0,0,0,0
1185,16,49979170.0,10,0,0
1186,101,49980241.0,0,0,0
1187,101,49982801.0,2,0,0
1189,78,49986071.0,5,3,0
1190,101,49994153.0,6,2,0
1191,2768,49996830.0,93,260,1
1192,101,50039444.0,0,2,0
1194,103,50044764.0,0,2,0
1195,442,50054881.0,34,13,0
1197,108,50120570.0,13,0,0
1200,101,50165257.0,1,0,0
1201,111,50194364.0,10,1,0
