206110,59649735.0,5724,4334,1
208111,59789603.0,5750,5747,1
208962,59863891.0,5728,4830,1
213138,60190098.0,5819,4220,1
214739,60268624.0,4551,5808,1
217790,60527607.0,5912,2234,1
218142,60536389.0,5912,6,1
218418,60548533.0,5918,2306,1
227119,60790153.0,6033,5700,1
229245,60830585.0,6050,5360,1
231296,60886917.0,6066,6050,1
231322,60888440.0,6063,4551,1
233298,60953167.0,6081,2492,1
233299,60953167.0,6081,2824,1
235025,61001544.0,6093,421,1
240104,61160133.0,6139,5750,1
240605,61169025.0,6147,5504,1
242507,61245586.0,6169,3921,1
246510,61405011.0,6226,5686,1
246936,61414493.0,6219,6039,1
247062,61418325.0,6234,3158,1
247213,61425239.0,6151,3006,1
248389,61476666.0,6234,4211,1
248665,61484872.0,6243,6096,1
255817,61821738.0,6302,6268,1
255868,61825526.0,6337,6127,1
256019,61830502.0,6342,6337,1
258145,61913006.0,6353,2619,1
258646,61928492.0,6379,5171,1
259772,61960280.0,6400,6308,1
260323,61989279.0,6355,6314,1
261149,62030195.0,6418,6358,1
261475,62046017.0,6421,1883,1
262101,62093137.0,6433,5347,1
263953,62193355.0,6454,3652,1
265604,62283737.0,6475,5617,1
266830,62327661.0,6478,5443,1
267056,62342605.0,6487,4030,1
268357,62407028.0,6499,5782,1
269533,62449429.0,6538,414,1
269759,62453946.0,1875,2275,1
272210,62552886.0,6599,5196,1
272286,62567822.0,6601,155,1
272512,62592415.0,6604,4517,1
273064,62613684.0,2272,2182,1
273990,62652091.0,6652,2356,1
274591,62689330.0,2641,665,1
274592,62689796.0,6664,5700,1
274968,62719125.0,6670,168,1
276844,62897145.0,2356,6493,1
277470,62953369.0,6652,1525,1
277496,62959289.0,6753,798,1
277572,62960980.0,6753,5573,1
278798,63092259.0,2356,2272,1
279749,63170485.0,6814,1028,1
279950,63190475.0,6807,6780,1
280001,63194909.0,2742,6575,1
280202,63214339.0,6840,6814,1
281653,63291202.0,4350,2981,1
282204,63300818.0,6883,6856,1
282255,63301278.0,6867,5504,1
282331,63307347.0,6876,6807,1
283507,63503035.0,6943,3890,1
283783,63530460.0,6950,6856,1
283784,63530460.0,6950,1812,1
284385,63569375.0,6966,1164,1
284411,63570053.0,6967,6856,1
284887,63599043.0,6976,1980,1
284963,63605363.0,6978,6920,1
287515,63809149.0,2492,7022,1
287591,63817348.0,2492,2516,1
288492,63866783.0,6225,3038,1
288619,63877776.0,7074,6455,1
288670,63882576.0,7084,7022,1
288671,63882576.0,7084,2,1
288672,63882576.0,7084,2492,1
290023,63968413.0,7100,4239,1
290049,63981945.0,7112,6478,1
290725,64055480.0,7110,812,1
291076,64091064.0,7152,1444,1
291077,64092644.0,7155,213,1
291078,64092644.0,7155,1444,1
291079,64092876.0,7153,2770,1
291930,64139340.0,7190,4023,1
291931,64139547.0,7139,2245,1
292882,64197533.0,7225,2121,1
294059,64263027.0,7258,7209,1
295635,64346513.0,7293,2615,1
295811,64353890.0,7307,2547,1
295887,64358303.0,7313,7115,1
295913,64358361.0,7115,7313,1
296539,64415995.0,1432,1412,1
297015,64432483.0,7336,3532,1
297066,64433922.0,7268,980,1
300143,64707161.0,7426,7040,1
301369,64763510.0,7450,6780,1
302320,64810409.0,7476,2917,1
303321,64857170.0,7505,4884,1
304047,64894094.0,7476,7426,1
305448,64974876.0,7528,7426,1
306149,65018621.0,7546,5344,1
306175,65020824.0,7521,6330,1
307227,65098967.0,7610,3458,1
307478,65118515.0,7613,2467,1
307729,65141332.0,7638,3623,1
307880,65152307.0,7637,3614,1
311781,65199954.0,4383,4239,1
319107,65229915.0,7668,6795,1
321258,65245128.0,6907,7630,1
321259,65245429.0,7630,6907,1
327210,65282962.0,7675,3874,1
346836,65417496.0,7732,7727,1
358039,65619230.0,7742,4978,1
358590,65638891.0,7829,6763,1
359916,65691837.0,7865,7319,1
360117,65706361.0,7813,256,1
360293,65721166.0,7845,798,1
360294,65721519.0,7845,4810,1
360495,65732814.0,5733,7515,1
362647,65829727.0,7912,7630,1
362648,65829727.0,7912,6907,1
362974,65870950.0,7923,203,1
362975,65872597.0,7919,4612,1
365051,65980855.0,7815,2516,1
365052,65980899.0,2516,7815,1
365053,65981124.0,7959,346,1
367429,66065674.0,8021,7977,1
367530,66069111.0,8025,1773,1
368081,66083303.0,8033,5504,1
368157,66085700.0,8029,5913,1
369233,66140093.0,8071,3730,1
369759,66157741.0,8063,3730,1
370960,66220771.0,8103,7258,1
372637,66306569.0,8147,5347,1
373613,66336629.0,8168,2910,1
373864,66345918.0,8159,5026,1
374090,66355479.0,8185,7975,1
374316,66375705.0,8180,2469,1
374517,66389247.0,8196,8192,1
375168,66423695.0,8185,7376,1
375344,66429776.0,8196,7853,1
375745,66461096.0,7853,8196,1
376121,66482129.0,8225,138,1
376522,66493527.0,8239,8232,1
376548,66493587.0,8232,8239,1
376574,66494493.0,8239,1761,1
377100,66520675.0,8246,5534,1
377726,66566152.0,8237,5135,1
379403,66631471.0,8299,2828,1
379829,66646529.0,8300,5750,1
380555,66665241.0,8321,4099,1
380581,66667119.0,8321,8237,1
381257,66690757.0,8328,6364,1
381633,66711138.0,7996,8340,1
382734,66754888.0,8340,7996,1
382860,66755844.0,8358,8187,1
383486,66779697.0,8377,652,1
383512,66784978.0,8377,170,1
383688,66794164.0,8157,8021,1
383814,66798318.0,8335,8358,1
385890,66870574.0,8380,7772,1
386716,66911808.0,8347,8419,1
387743,66957789.0,8470,8419,1
387994,66973095.0,8446,7542,1
388020,66973703.0,8470,4220,1
388521,67001875.0,8483,3386,1
389222,67045660.0,8455,2906,1
389723,67081972.0,8511,3559,1
390274,67119951.0,8524,5171,1
390575,67150588.0,8557,8513,1
390576,67157310.0,8559,8236,1
392452,67238314.0,8581,485,1
392478,67241457.0,8586,841,1
392479,67242999.0,8604,3400,1
392505,67243188.0,8566,7813,1
392656,67249026.0,8614,7238,1
392758,67256317.0,8617,8358,1
393811,67300492.0,8634,7630,1
393812,67300492.0,8634,6907,1
394663,67343278.0,8661,4832,1
398667,67528647.0,8769,3947,1
398918,67538523.0,8777,1708,1
399319,67565266.0,8784,8718,1
400020,67618916.0,8799,8797,1
400796,67655519.0,8791,6498,1
401072,67680540.0,7430,8104,1
401073,67680540.0,7430,8477,1
404049,67790233.0,8877,8846,1
404050,67790233.0,8877,3634,1
410701,67869525.0,8891,6195,1
419927,67945278.0,8956,10,1
419928,67945278.0,8956,8071,1
419929,67945278.0,8956,3730,1
421655,67957777.0,8960,8662,1
426956,67989602.0,8972,1399,1
427407,67992582.0,8987,8899,1
432659,68045759.0,9009,1444,1
432660,68045759.0,9009,298,1
434586,68061824.0,6498,8955,1
435137,68066266.0,8036,7467,1
435688,68072476.0,9020,7419,1
435914,68075260.0,9022,4364,1
437015,68090661.0,9027,8502,1
442842,68140374.0,9050,2086,1
443668,68149784.0,9050,8370,1
447319,68203217.0,9074,8370,1
447320,68203217.0,9074,7419,1
447396,68203674.0,9074,6890,1
448922,68226238.0,9062,8774,1
450198,68257961.0,5690,6601,1
457826,68472674.0,9192,5918,1
458678,68490041.0,9213,8742,1
458679,68490130.0,9215,1521,1
461880,68564480.0,9201,6127,1
462431,68581510.0,9278,5092,1
462632,68586879.0,9280,9131,1
465408,68659949.0,9292,8570,1
465910,68676707.0,9327,486,1
466386,68694329.0,9333,8586,1
470738,68822861.0,9381,9208,1
470789,68826285.0,9383,8025,1
471390,68855171.0,9377,9396,1
472091,68892046.0,2715,8844,1
472617,68911654.0,9311,4,1
472618,68911751.0,4,9311,1
474519,68997591.0,9435,9040,1
474520,68997874.0,9427,4220,1
476146,69045394.0,9454,203,1
476672,69058134.0,9464,4756,1
476698,69060067.0,9467,9341,1
476724,69060147.0,9341,9467,1
476875,69066916.0,9449,6309,1
477351,69085439.0,9475,3331,1
477352,69085439.0,9475,2777,1
477353,69085439.0,9475,3238,1
477629,69093025.0,9478,8285,1
477630,69093183.0,9478,1112,1
477681,69097057.0,6309,9464,1
480132,69179314.0,9510,5347,1
481283,69224296.0,9544,9341,1
481659,69242113.0,9536,7,1
482486,69270748.0,8007,7531,1
482862,69294974.0,9501,7200,1
483263,69314568.0,9573,2492,1
483264,69315816.0,9573,1386,1
483790,69344039.0,9587,9508,1
487966,69582513.0,9667,6275,1
488717,69609378.0,9691,9629,1
489093,69618209.0,9691,1133,1
489144,69618561.0,9691,9685,1
491671,69702378.0,9759,5344,1
491722,69706802.0,9759,8689,1
493123,69773707.0,9775,6005,1
494824,69829078.0,9795,9398,1
495825,69867064.0,9835,9809,1
496076,69875581.0,9841,9797,1
496802,69904295.0,9852,8918,1
498103,69940682.0,9842,8000,1
498679,69966955.0,9871,9590,1
500980,70093816.0,9920,4009,1
502881,70199848.0,9852,1149,1
505207,70282150.0,9987,9573,1
505208,70282150.0,9987,7155,1
505334,70290696.0,9972,9358,1
506310,70326990.0,10013,4030,1
506311,70326990.0,10013,6487,1
508012,70393042.0,10049,9398,1
508413,70397909.0,10055,10005,1
508739,70404484.0,10005,10055,1
510390,70443560.0,10078,9068,1
511866,70466933.0,10088,2597,1
513417,70481577.0,10088,9016,1
513418,70481577.0,10088,3685,1
513419,70481577.0,10088,3713,1
514720,70493555.0,10086,30,1
514746,70493646.0,10086,40,1
514772,70494181.0,10117,242,1
518398,70521853.0,10137,10079,1
522676,70575462.0,10155,9330,1
526352,70614108.0,10162,8000,1
526353,70614108.0,10162,9842,1
527254,70620073.0,10169,9685,1
533130,70705705.0,10191,5617,1
535831,70743945.0,10213,8485,1
539957,70787642.0,10230,2597,1
542008,70807801.0,10238,10030,1
542934,70815715.0,10180,9735,1
546285,70892298.0,9735,2356,1
547886,70918819.0,10121,2746,1
548137,70924947.0,10295,9885,1
548163,70925712.0,10289,9137,1
548164,70925755.0,10289,9358,1
549065,70985726.0,10316,3628,1
549066,70985726.0,10316,8106,1
549067,70985726.0,10316,6740,1
550493,71038788.0,10337,5782,1
550794,71046662.0,10343,3931,1
551145,71053400.0,10347,6890,1
551421,71063700.0,10355,7902,1
553347,71130835.0,10377,2910,1
554848,71165872.0,10425,8807,1
556099,71195395.0,10450,10121,1
556850,71240368.0,10463,8130,1
565551,71493659.0,10539,7959,1
568302,71510845.0,8738,10604,1
568303,71510965.0,10604,8738,1
568529,71512154.0,10608,3458,1
569905,71522623.0,10619,10594,1
570006,71524205.0,9299,277,1
571982,71540129.0,10631,10363,1
573833,71580587.0,73,1676,1
576234,71617738.0,10669,7815,1
577160,71640958.0,10687,534,1
581836,71735003.0,10727,5782,1
582488,71754203.0,7815,10363,1
589789,72015149.0,10838,8243,1
590190,72020784.0,10856,6304,1
594018,72158800.0,10926,5206,1
594369,72168335.0,10928,10613,1
596723,72265393.0,10964,2230,1
596974,72273642.0,10953,6127,1
597275,72281554.0,10964,10789,1
597776,72288746.0,10981,9220,1
598127,72300442.0,10977,5081,1
598853,72323238.0,2230,10964,1
599604,72347925.0,11019,10387,1
599830,72362786.0,11033,2335,1
600456,72383655.0,11049,213,1
600832,72394423.0,11000,6731,1
602058,72455299.0,11009,10510,1
603834,72537705.0,11079,11113,1
605210,72579544.0,11141,11123,1
605411,72590621.0,11145,534,1
605412,72590621.0,11145,3400,1
606663,72645562.0,11165,8662,1
607589,72687488.0,11178,8661,1
608391,72717415.0,11186,2432,1
608842,72737858.0,11210,9664,1
610218,72794671.0,11232,6350,1
610219,72794671.0,11232,1637,1
610220,72794671.0,11232,6127,1
610221,72794671.0,11232,10953,1
610322,72802978.0,11220,173,1
611398,72850631.0,11259,11256,1
612274,72877084.0,11270,8300,1
614200,72957636.0,206,539,1
616126,73054467.0,11328,11079,1
616127,73054467.0,11328,11113,1
621328,73167431.0,11351,11315,1
626704,73240417.0,11277,4445,1
629780,73253880.0,11375,11009,1
631306,73266207.0,11381,4713,1
636657,73339606.0,11411,3115,1
636758,73343027.0,11412,11381,1
637384,73352829.0,11413,8738,1
638585,73378799.0,11418,9739,1
640787,73407439.0,11433,11420,1
641013,73410127.0,11436,6314,1
641039,73410244.0,6314,11436,1
643290,73447982.0,11458,10947,1
646416,73493212.0,11370,11448,1
648842,73542142.0,11459,3466,1
650193,73573718.0,11500,9358,1
652144,73624986.0,11543,2547,1
655545,73722233.0,11582,11548,1
656121,73738828.0,11590,3559,1
656747,73748696.0,11595,11182,1
658798,73777300.0,11609,6652,1
662224,73849941.0,9693,2379,1
663025,73880265.0,11650,11102,1
664051,73912292.0,11662,10347,1
665177,73941656.0,11659,7467,1
665328,73949467.0,11687,6481,1
665929,73971697.0,11680,577,1
666405,73988786.0,11691,9671,1
666506,73990812.0,11703,11182,1
667132,74001370.0,11703,11595,1
667208,74001771.0,11713,11628,1
668259,74013228.0,11722,10407,1
668535,74023071.0,11609,22,1
670586,74068320.0,11746,8071,1
670587,74068320.0,11746,3730,1
670988,74075459.0,11749,11414,1
675664,74154462.0,11769,22,1
684491,74287539.0,11833,2691,1
684492,74287772.0,11836,3650,1
687118,74359568.0,11609,2356,1
694594,74521895.0,11899,5502,1
694595,74521895.0,11899,11372,1
694771,74524737.0,11899,3006,1
694972,74531232.0,11628,11713,1
695098,74535479.0,11359,11436,1
700150,74642730.0,11959,1576,1
701351,74679912.0,11960,11717,1
701377,74680343.0,11971,9605,1
703428,74725193.0,11980,11887,1
703954,74746600.0,12021,1562,1
704805,74772799.0,12028,73,1
704806,74772843.0,12029,11892,1
704857,74772923.0,11892,12029,1
705158,74780115.0,12026,8000,1
706634,74822935.0,12053,11887,1
707560,74862701.0,12067,11887,1
708412,74891789.0,12080,4454,1
708563,74895368.0,12054,9131,1
710264,74957267.0,11450,8696,1
712115,75017167.0,12118,11887,1
716366,75136715.0,10236,10356,1
719792,75236094.0,12231,12151,1
719868,75237796.0,12225,2492,1
721969,75303990.0,12262,11351,1
721995,75304452.0,12283,5542,1
721996,75304452.0,12283,1,1
722172,75309126.0,12258,10981,1
725023,75396417.0,12305,12164,1
725399,75405756.0,12321,11609,1
725575,75411588.0,7351,2272,1
728451,75534296.0,12353,10251,1
729577,75574238.0,12365,11812,1
732555,75662367.0,12410,9131,1
733306,75670822.0,12421,4689,1
734057,75705441.0,12425,6599,1
734058,75705441.0,12425,10387,1
734134,75707206.0,12415,3539,1
737610,75774762.0,12180,12134,1
738436,75794136.0,12461,31,1
738437,75794136.0,12461,9557,1
739413,75806265.0,12466,7211,1
740189,75815363.0,12469,7527,1
743665,75867375.0,12498,1207,1
744591,75881935.0,12495,9342,1
748943,75934178.0,12512,12521,1
749044,75936225.0,12521,1622,1
751270,75973234.0,10540,1475,1
753046,75999644.0,12549,10975,1
758823,76104112.0,12582,12498,1
761924,76169310.0,12590,9535,1
762500,76179349.0,12597,3589,1
765701,76239039.0,12612,5347,1
766227,76245033.0,12611,2948,1
769130,76283525.0,12643,575,1
769881,76298768.0,12641,577,1
773132,76357897.0,12665,6309,1
776033,76415616.0,12700,2476,1
776084,76416252.0,12702,9947,1
777610,76432525.0,12710,8358,1
777636,76432730.0,12710,11917,1
777637,76432730.0,12710,8187,1
780588,76482871.0,12753,9503,1
782214,76510299.0,12763,213,1
784515,76558035.0,12790,12587,1
784516,76558035.0,12790,12453,1
784542,76558083.0,12587,12453,1
789768,76669063.0,12816,11149,1
790469,76695065.0,12768,12814,1
791495,76713978.0,5604,12748,1
791996,76714544.0,12854,10079,1
793322,76763273.0,12826,12864,1
797424,76829984.0,12881,12495,1
798625,76846359.0,12885,12712,1
799851,76863803.0,12884,9807,1
800177,76868077.0,12900,6181,1
800478,76869408.0,12902,12222,1
801379,76879174.0,12913,11650,1
802055,76887868.0,12913,4211,1
809807,77018216.0,12958,12410,1
811258,77042938.0,12993,11209,1
811784,77050747.0,7185,12993,1
811785,77050747.0,7185,11209,1
813236,77079171.0,13015,13011,1
813962,77093230.0,13023,7853,1
814563,77103108.0,13023,13022,1
814764,77107177.0,12962,12955,1
817115,77150818.0,12140,4356,1
818916,77195222.0,13089,3967,1
819067,77198106.0,13091,12993,1
820368,77219064.0,13112,12797,1
824369,77322474.0,13142,13056,1
829471,77437970.0,13159,2002,1
830647,77462945.0,13194,3947,1
831348,77471996.0,13204,11368,1
831399,77473122.0,13204,5747,1
831850,77484575.0,13206,6358,1
832576,77494854.0,13220,12960,1
832578,77495754.0,12960,13220,1
833679,77522714.0,13196,13166,1
834080,77532068.0,13199,4884,1
834156,77535178.0,13241,11209,1
834932,77549661.0,13215,12797,1
834933,77549661.0,13215,13112,1
835184,77551839.0,9016,1475,1
835510,77556511.0,13252,13206,1
836661,77574964.0,13275,4220,1
836687,77575622.0,13260,170,1
838113,77628913.0,11797,13296,1
838164,77630353.0,13131,1475,1
838840,77644247.0,13301,12262,1
838891,77645876.0,13301,11315,1
838892,77645876.0,13301,11351,1
839118,77652750.0,13300,2245,1
839119,77652750.0,13300,534,1
839496,77658455.0,13314,13266,1
840747,77696398.0,13326,1047,1
841648,77716063.0,13335,10608,1
842149,77728379.0,13342,13054,1
842150,77728683.0,13335,10387,1
844701,77806072.0,13371,13314,1
846402,77832660.0,13389,322,1
851503,78024495.0,13442,2777,1
853105,78069283.0,13456,726,1
853531,78076244.0,13470,13352,1
853782,78080742.0,13474,13259,1
854208,78087789.0,13475,13433,1
854535,78094161.0,13471,13446,1
858386,78187836.0,13528,13306,1
858887,78207194.0,13496,3640,1
860738,78237826.0,13550,2691,1
860839,78240878.0,13550,13152,1
861015,78247026.0,13556,13259,1
861691,78255717.0,13532,9898,1
865867,78342676.0,13586,11018,1
868393,78388372.0,13612,8485,1
868394,78388372.0,13612,414,1
869320,78398308.0,13620,13550,1
871421,78420390.0,13623,3,1
875122,78491336.0,13638,13636,1
876123,78513901.0,13650,3294,1
876249,78515981.0,13655,2272,1
881401,78604758.0,13655,6652,1
881402,78604758.0,13655,3911,1
881403,78604758.0,13655,11609,1
881404,78604758.0,13655,2356,1
882255,78619558.0,13686,4551,1
882306,78620247.0,13687,631,1
887683,78684634.0,13211,13721,1
887684,78684980.0,13721,13211,1
888660,78695057.0,13729,10517,1
891561,78752116.0,13747,12888,1
896288,78822550.0,13757,10,1
896964,78830552.0,13797,12461,1
898090,78847421.0,13690,7200,1
898091,78847421.0,13690,9501,1
898417,78851221.0,13810,5750,1
900068,78875529.0,13784,13166,1
900319,78878938.0,13805,10382,1
900445,78881248.0,13805,13757,1
901346,78900560.0,13833,13757,1
901347,78900560.0,13833,13805,1
904848,78948002.0,13867,9801,1
905274,78952844.0,13869,7357,1
905325,78952928.0,13543,13518,1
906101,78971079.0,13853,13757,1
906102,78971079.0,13853,13805,1
906103,78971079.0,13853,13833,1
906579,78988027.0,13873,12495,1
912335,79088969.0,13935,11516,1
912736,79099954.0,13936,13902,1
913562,79116889.0,13939,12137,1
920192,79265029.0,13981,1444,1
921168,79276798.0,3689,9429,1
921169,79277369.0,13989,13636,1
921370,79283079.0,13983,2492,1
925372,79360139.0,13984,12873,1
925398,79360658.0,14034,10001,1
927999,79403924.0,14067,4551,1
931550,79462160.0,14095,726,1
932201,79471871.0,14108,7048,1
935202,79516545.0,14078,14088,1
935403,79518193.0,14140,7402,1
935529,79520891.0,14078,575,1
935805,79523414.0,14147,9477,1
936181,79530428.0,14088,14078,1
938432,79557010.0,14168,14158,1
941983,79626313.0,14177,423,1
942159,79628793.0,14187,12484,1
942560,79635024.0,13784,14088,1
946861,79725311.0,14226,1805,1
950037,79796814.0,14219,10001,1
954388,79880438.0,14280,2275,1
955289,79901973.0,14301,3194,1
957290,79939288.0,14270,7869,1
959366,79974701.0,14351,14237,1
963142,80038637.0,14392,2894,1
966719,80087433.0,14434,4834,1
967395,80104844.0,14437,14351,1
968496,80124886.0,14444,2356,1
