42,2,46031599.0,12,,80.0,,3,,
43,2,46031617.0,7,,74.0,,5,,74.0
44,1,46031682.0,8,453.0,68.0,5.0,1,5.0,12786.0
45,2,46031684.0,5,,55.0,,1,,
46,2,46031704.0,0,,62.0,,2,,62.0
47,1,46031772.0,7,312.0,22.0,4.0,2,3.0,8.0
48,2,46031780.0,3,,36.0,,4,,
49,2,46031812.0,6,,5.0,,0,,
50,1,46031851.0,18,2414.0,62.0,7.0,4,9.0,919.0
51,1,46031875.0,1,120.0,68.0,1.0,0,1.0,
52,2,46031946.0,7,,36.0,,0,,
53,1,46031948.0,40,25962.0,17.0,4.0,4,20.0,6029.0
54,1,46032079.0,11,497.0,55.0,5.0,5,2.0,919.0
55,2,46032099.0,7,,56.0,,0,,56.0
56,2,46032148.0,56,,,,7,,
57,2,46032154.0,2,,69.0,,4,,69.0
58,1,46032177.0,10,1667.0,68.0,3.0,0,1.0,3911.0
59,2,46032200.0,24,,39.0,,1,,805.0
60,2,46032200.0,1,,41.0,,1,,
61,2,46032275.0,22,,74.0,,5,,74.0
62,1,46032298.0,4,124.0,58.0,2.0,0,,58.0
63,2,46032319.0,25,,87.0,,2,,
64,2,46032368.0,6,,5.0,,0,,5.0
65,2,46032371.0,14,,8.0,,3,,8.0
66,2,46032371.0,5,,41.0,,0,,
67,2,46032436.0,2,,36.0,,0,,
69,2,46032469.0,3,,56.0,,0,,
70,2,46032525.0,15,,22.0,,1,,22.0
71,2,46032633.0,2,,36.0,,0,,
72,2,46032665.0,6,,96.0,,0,,
73,1,46032692.0,24,5717.0,22.0,24.0,5,26.0,88.0
74,2,46032694.0,25,,88.0,,0,,
75,1,46032751.0,5,754.0,69.0,5.0,4,7.0,
76,2,46032769.0,22,,5.0,,3,,
77,2,46032843.0,16,,74.0,,7,,74.0
78,2,46032878.0,33,,8.0,,4,,8.0
79,2,46032964.0,4,,25.0,,1,,
80,2,46033003.0,8,,93.0,,2,,
81,2,46033136.0,7,,69.0,,0,,
83,2,46033371.0,2,,5.0,,0,,
84,2,46033414.0,6,,41.0,,0,,
85,2,46033680.0,15,,87.0,,2,,87.0
86,2,46033717.0,8,,13.0,,5,,13.0
89,2,46033907.0,5,,55.0,,0,,
90,2,46033944.0,3,,22.0,,0,,
91,2,46034154.0,10,,87.0,,0,,87.0
93,1,46034227.0,5,412.0,61.0,1.0,3,3.0,88.0
94,2,46034304.0,5,,88.0,,0,,
95,1,46034495.0,5,446.0,57.0,2.0,0,2.0,154.0
96,2,46034564.0,4,,5.0,,0,,
97,1,46034602.0,35,14608.0,114.0,8.0,1,14.0,88.0
98,2,46034637.0,10,,39.0,,0,,39.0
99,2,46034708.0,7,,88.0,,1,,
100,1,46035023.0,4,3918.0,117.0,2.0,0,1.0,
101,2,46035128.0,40,,,,6,,
102,2,46035134.0,1,,22.0,,0,,22.0
103,1,46035206.0,28,1990.0,5.0,16.0,6,37.0,88.0
104,2,46035286.0,16,,74.0,,0,,
105,2,46035334.0,19,,46.0,,1,,615.0
107,2,46035361.0,11,,46.0,,0,,615.0
108,2,46035407.0,14,,5.0,,1,,615.0
109,1,46035441.0,2,3980.0,25.0,1.0,2,1.0,
110,2,46035636.0,3,,61.0,,2,,
111,2,46035684.0,8,,8.0,,3,,
112,2,46036347.0,2,,12.0,,0,,615.0
113,1,46036463.0,9,413.0,39.0,1.0,5,6.0,39.0
114,1,46036853.0,30,1220.0,8.0,13.0,1,22.0,32036.0
115,2,46036895.0,1,,127.0,,0,,615.0
116,2,46037056.0,12,,72.0,,4,,
117,2,46037064.0,25,,36.0,,1,,36.0
118,1,46037079.0,122,39118.0,83.0,19.0,11,69.0,88.0
119,2,46037504.0,6,,88.0,,3,,88.0
120,2,46037647.0,39,,41.0,,4,,
121,2,46037665.0,71,,61.0,,6,,
123,2,46037720.0,13,,130.0,,0,,
124,1,46037850.0,23,1131.0,131.0,7.0,0,22.0,88.0
125,1,46037892.0,75,29261.0,5.0,26.0,2,78.0,88.0
126,2,46037983.0,26,,5.0,,4,,
127,2,46038200.0,18,,61.0,,2,,
128,1,46038237.0,3,12626.0,132.0,1.0,0,4.0,88.0
129,2,46038298.0,4,,8.0,,0,,8.0
130,1,46038387.0,30,7111.0,90.0,3.0,10,12.0,88.0
131,2,46038521.0,23,,5.0,,0,,5.0
132,2,46038577.0,6,,22.0,,0,,
133,2,46038713.0,0,,139.0,,2,,
134,1,46038758.0,10,4572.0,138.0,8.0,6,7.0,8.0
135,2,46038972.0,7,,39.0,,3,,39.0
137,2,46039089.0,15,,74.0,,2,,74.0
138,1,46039090.0,67,14326.0,142.0,21.0,4,111.0,142.0
139,2,46039157.0,21,,5.0,,2,,
140,2,46039175.0,7,,88.0,,0,,
141,2,46039202.0,2,,142.0,,0,,615.0
142,2,46039377.0,5,,8.0,,0,,
143,2,46039708.0,5,,88.0,,2,,
144,2,46039732.0,17,,22.0,,0,,22.0
145,1,46039816.0,4,2287.0,138.0,5.0,4,2.0,442.0
146,1,46039971.0,12,4419.0,144.0,6.0,3,6.0,919.0
147,2,46039982.0,4,,142.0,,0,,
148,2,46040331.0,4,,130.0,,0,,
149,2,46040530.0,8,,74.0,,0,,74.0
150,2,46041209.0,3,,25.0,,1,,
151,2,46042272.0,60,,81.0,,4,,81.0
152,1,46042658.0,9,1008.0,,2.0,2,1.0,919.0
153,2,46042767.0,6,,145.0,,1,,
154,2,46042847.0,20,,108.0,,3,,108.0
155,1,46043030.0,27,3293.0,154.0,10.0,2,17.0,8489.0
156,1,46043413.0,2,233.0,148.0,1.0,0,1.0,10515.0
157,2,46043542.0,7,,36.0,,3,,
159,2,46044030.0,8,,145.0,,0,,
160,2,46044403.0,1,,158.0,,0,,615.0
161,1,46044696.0,9,2304.0,154.0,2.0,0,2.0,159.0
162,2,46044812.0,14,,74.0,,4,,74.0
163,2,46045073.0,5,,81.0,,6,,81.0
164,2,46045184.0,2,,158.0,,0,,
165,1,46045265.0,56,22890.0,74.0,8.0,3,47.0,2910.0
166,1,46045295.0,10,12304.0,154.0,3.0,0,5.0,442.0
167,2,46045591.0,10,,159.0,,4,,
168,1,46045604.0,17,1022.0,8.0,2.0,1,6.0,8.0
169,2,46045656.0,2,,159.0,,0,,
170,1,46045794.0,56,7733.0,8.0,19.0,1,75.0,69.0
171,2,46045950.0,8,,159.0,,0,,
172,2,46046058.0,10,,74.0,,1,,74.0
173,1,46046242.0,15,2519.0,71.0,9.0,0,11.0,71.0
174,2,46046263.0,35,,159.0,,0,,159.0
175,1,46046389.0,29,28291.0,13.0,8.0,1,24.0,159.0
176,2,46046401.0,18,,81.0,,2,,81.0
177,2,46046744.0,22,,159.0,,2,,159.0
178,2,46046930.0,9,,74.0,,0,,74.0
179,2,46047569.0,12,,159.0,,0,,
180,2,46047980.0,4,,90.0,,0,,
181,1,46048502.0,50,39097.0,159.0,4.0,0,44.0,28988.0
182,2,46048547.0,16,,74.0,,0,,74.0
183,1,46048851.0,3,753.0,166.0,4.0,1,,
184,2,46048918.0,6,,159.0,,0,,
185,2,46049400.0,10,,80.0,,2,,
187,2,46050465.0,3,,119.0,,0,,
188,2,46050733.0,21,,61.0,,4,,
189,2,46051174.0,4,,173.0,,2,,
190,2,46051658.0,7,,25.0,,0,,
191,2,46052237.0,3,,173.0,,0,,
192,1,46052291.0,3,1597.0,1356.0,4.0,1,4.0,930.0
193,2,46053912.0,6,,,,0,,7290.0
194,1,46054056.0,6,838.0,175.0,3.0,2,3.0,
195,1,46054865.0,5,506.0,173.0,3.0,0,3.0,
196,1,46055844.0,19,4090.0,87.0,6.0,2,12.0,9007.0
197,2,46056278.0,9,,5.0,,1,,5.0
198,2,46056763.0,3,,61.0,,0,,183.0
199,2,46056773.0,4,,5.0,,0,,
200,2,46057725.0,13,,174.0,,3,,174.0
201,2,46059096.0,8,,183.0,,0,,
202,2,46059202.0,11,,183.0,,0,,183.0
203,1,46060305.0,16,6033.0,183.0,5.0,2,2.0,930.0
204,2,46060558.0,7,,183.0,,2,,183.0
205,1,46061484.0,12,543.0,187.0,2.0,0,2.0,159.0
206,1,46061634.0,13,70255.0,188.0,8.0,1,4.0,183.0
207,2,46062014.0,48,,,,0,,
208,2,46062431.0,4,,74.0,,1,,
209,2,46063012.0,19,,174.0,,4,,174.0
210,2,46063152.0,9,,183.0,,3,,183.0
211,2,46064947.0,6,,187.0,,0,,
212,1,46065260.0,3,430.0,190.0,3.0,0,,190.0
213,1,46065753.0,51,9772.0,159.0,13.0,3,42.0,159.0
214,2,46065762.0,4,,40.0,,0,,
215,2,46065792.0,1,,187.0,,2,,
216,1,46065880.0,9,483.0,191.0,3.0,0,7.0,
217,2,46066208.0,6,,5.0,,4,,5.0
218,2,46066401.0,2,,187.0,,0,,
219,2,46066874.0,3,,154.0,,3,,154.0
220,1,46066984.0,14,9481.0,85.0,3.0,2,6.0,3911.0
221,2,46067748.0,15,,159.0,,2,,159.0
222,1,46067866.0,26,36801.0,191.0,7.0,1,22.0,88.0
223,1,46068855.0,5,291.0,79.0,3.0,5,5.0,4872.0
224,1,46069439.0,8,1418.0,128.0,10.0,3,13.0,183.0
225,1,46069657.0,7,617.0,196.0,4.0,2,,196.0
226,2,46070601.0,12,,173.0,,2,,
227,2,46070672.0,2,,144.0,,1,,159.0
228,2,46070836.0,2,,10.0,,0,,
229,2,46070927.0,10,,159.0,,2,,4856.0
230,2,46071321.0,5,,173.0,,0,,
231,2,46071673.0,4,,199.0,,2,,
232,2,46071685.0,12,,103.0,,2,,103.0
234,2,46072034.0,5,,198.0,,1,,
235,2,46073878.0,4,,13.0,,0,,13.0
236,2,46074634.0,0,,138.0,,0,,138.0
237,2,46074668.0,1,,199.0,,0,,8.0
238,2,46074789.0,8,,138.0,,0,,
240,2,46076130.0,4,,114.0,,1,,
241,2,46076166.0,5,,196.0,,1,,
242,1,46076176.0,12,470.0,199.0,2.0,5,3.0,5.0
243,2,46076704.0,7,,196.0,,0,,196.0
244,2,46077211.0,17,,13.0,,4,,13.0
245,2,46077636.0,0,,196.0,,0,,
246,2,46078132.0,6,,198.0,,0,,
247,2,46078596.0,2,,171.0,,1,,
248,2,46078718.0,4,,211.0,,0,,
249,1,46079353.0,4,454.0,213.0,1.0,1,,17230.0
250,2,46079595.0,5,,171.0,,5,,171.0
252,2,46080809.0,5,,81.0,,3,,81.0
253,2,46081565.0,7,,215.0,,0,,215.0
254,2,46081818.0,4,,8.0,,3,,8.0
255,2,46081851.0,8,,88.0,,1,,
256,1,46082062.0,14,1422.0,217.0,3.0,0,7.0,7290.0
257,1,46082324.0,14,6700.0,217.0,7.0,1,9.0,159.0
258,1,46082603.0,14,780.0,217.0,10.0,0,10.0,88.0
259,2,46082651.0,12,,217.0,,5,,
260,2,46082706.0,12,,217.0,,1,,
261,2,46082718.0,12,,159.0,,4,,
262,2,46083045.0,13,,8.0,,7,,8.0
263,2,46083191.0,8,,190.0,,6,,190.0
264,2,46083540.0,5,,217.0,,0,,
265,2,46083948.0,14,,88.0,,0,,88.0
266,2,46085036.0,3,,128.0,,0,,
267,1,46085755.0,7,4254.0,194.0,2.0,1,1.0,
268,2,46087266.0,3,,107.0,,1,,
269,1,46087662.0,11,53644.0,62.0,4.0,0,5.0,88.0
270,1,46087727.0,12,1291.0,90.0,5.0,0,4.0,8.0
271,2,46087842.0,7,,8.0,,0,,805.0
272,2,46088081.0,2,,216.0,,0,,
273,2,46088281.0,1,,216.0,,0,,
274,2,46088519.0,10,,90.0,,3,,
275,2,46088993.0,5,,88.0,,0,,88.0
276,1,46089805.0,8,1517.0,90.0,4.0,0,,
277,1,46090142.0,12,3033.0,215.0,2.0,0,4.0,88.0
278,1,46090167.0,6,120.0,221.0,3.0,1,1.0,88.0
279,2,46090455.0,9,,62.0,,0,,
280,2,46090490.0,4,,221.0,,0,,
281,2,46090796.0,2,,215.0,,0,,919.0
282,2,46090946.0,23,,81.0,,3,,29367.0
283,1,46091348.0,22,13685.0,215.0,5.0,0,6.0,
284,2,46092330.0,1,,215.0,,1,,
285,2,46092399.0,1,,183.0,,1,,
286,2,46092512.0,12,,211.0,,0,,
287,1,46092557.0,7,1068.0,90.0,1.0,1,3.0,5739.0
288,1,46092574.0,5,1093.0,220.0,3.0,0,1.0,
289,2,46092761.0,4,,80.0,,0,,
290,1,46092810.0,6,811.0,189.0,7.0,1,2.0,919.0
291,2,46092943.0,7,,211.0,,0,,
292,2,46093118.0,2,,56.0,,0,,
293,2,46093382.0,4,,211.0,,1,,
294,2,46093659.0,25,,211.0,,0,,
295,2,46093975.0,8,,62.0,,0,,
296,2,46094068.0,10,,127.0,,0,,
297,2,46094922.0,5,,56.0,,0,,
298,1,46095110.0,55,67592.0,125.0,6.0,4,55.0,919.0
299,2,46095389.0,8,,5.0,,0,,5.0
300,2,46095571.0,4,,56.0,,0,,
301,2,46095760.0,6,,8.0,,7,,
302,2,46098252.0,1,,196.0,,2,,
303,2,46098522.0,2,,,,2,,9007.0
304,2,46098830.0,0,,196.0,,3,,
305,1,46099181.0,27,2939.0,196.0,6.0,0,16.0,159.0
306,2,46099297.0,8,,5.0,,2,,
307,2,46099410.0,13,,229.0,,3,,
308,2,46100287.0,1,,22.0,,0,,
309,2,46100432.0,2,,88.0,,1,,
310,2,46100493.0,1,,,,5,,
311,2,46100851.0,7,,89.0,,1,,
312,1,46101820.0,4,118.0,,1.0,0,,
313,2,46102215.0,3,,226.0,,2,,226.0
314,2,46102234.0,11,,5.0,,1,,
315,2,46102557.0,5,,36.0,,0,,
316,2,46102838.0,7,,36.0,,1,,36.0
317,2,46102861.0,18,,56.0,,0,,
318,2,46103033.0,4,,,,0,,
319,2,46103622.0,15,,71.0,,2,,
320,2,46104424.0,14,,61.0,,0,,
321,1,46105285.0,10,1950.0,220.0,1.0,4,4.0,220.0
322,1,46105420.0,11,1449.0,3807.0,6.0,0,6.0,
323,2,46105816.0,22,,3807.0,,2,,
324,2,46105928.0,9,,3807.0,,0,,
326,2,46105983.0,12,,3807.0,,1,,
327,2,46106391.0,1,,3807.0,,0,,
328,1,46106828.0,5,2388.0,75.0,9.0,3,15.0,88.0
329,2,46107086.0,11,,5.0,,0,,5.0
331,2,46107822.0,5,,61.0,,1,,
333,2,46109841.0,3,,74.0,,3,,74.0
337,2,46110041.0,1,,88.0,,4,,88.0
338,2,46110121.0,7,,89.0,,2,,8.0
339,2,46110709.0,1,,218.0,,6,,
340,2,46111260.0,5,,74.0,,0,,
341,1,46113149.0,2,435.0,88.0,2.0,0,,190.0
342,2,46113224.0,3,,139.0,,0,,
343,2,46113377.0,3,,88.0,,0,,
344,2,46113445.0,3,,88.0,,2,,
345,2,46116530.0,1,,247.0,,0,,
346,1,46117276.0,26,4873.0,247.0,10.0,2,9.0,8.0
347,2,46119057.0,2,,15.0,,0,,
348,2,46119253.0,-4,,24.0,,2,,24.0
349,2,46119573.0,8,,54.0,,5,,54.0
350,2,46120346.0,1,,178.0,,0,,
351,2,46123535.0,4,,16.0,,0,,
352,2,46124325.0,1,,8.0,,1,,8.0
353,2,46127514.0,11,,61.0,,1,,
354,1,46128386.0,8,676.0,3807.0,4.0,0,4.0,930.0
355,2,46128462.0,1,,158.0,,0,,
356,2,46128705.0,2,,8.0,,0,,
357,2,46130868.0,5,,3807.0,,5,,3807.0
358,2,46131665.0,6,,88.0,,4,,88.0
359,1,46132129.0,9,425.0,90.0,2.0,1,4.0,
360,2,46133793.0,4,,88.0,,2,,
361,2,46134549.0,13,,170.0,,1,,
362,1,46135475.0,14,25597.0,196.0,2.0,0,7.0,805.0
363,1,46136648.0,52,5188.0,74.0,19.0,2,65.0,
365,2,46137848.0,4,,226.0,,0,,
366,2,46138980.0,1,,226.0,,0,,
367,2,46139713.0,17,,90.0,,1,,
368,2,46144860.0,2,,,,2,,
369,1,46147637.0,6,485.0,191.0,4.0,0,6.0,88.0
370,2,46147735.0,27,,159.0,,2,,
371,2,46149540.0,15,,34.0,,2,,
372,1,46149967.0,2,754.0,252.0,2.0,5,5.0,509.0
373,1,46150250.0,24,1439.0,252.0,12.0,2,12.0,22468.0
374,1,46150362.0,6,273.0,252.0,1.0,0,1.0,88.0
375,1,46150485.0,7,437.0,252.0,0.0,1,0.0,190.0
376,2,46151330.0,9,,61.0,,0,,
377,2,46154743.0,7,,173.0,,0,,
378,2,46155265.0,11,,68.0,,0,,
379,2,46156183.0,5,,190.0,,0,,190.0
380,2,46156536.0,3,,88.0,,0,,
381,2,46156971.0,6,,223.0,,0,,
382,2,46157303.0,3,,190.0,,0,,
383,2,46157323.0,3,,251.0,,0,,
384,2,46157616.0,1,,190.0,,0,,
385,2,46157978.0,4,,190.0,,1,,
386,2,46158371.0,10,,223.0,,5,,223.0
387,2,46159466.0,36,,69.0,,0,,
388,2,46160154.0,4,,251.0,,1,,
389,2,46162294.0,12,,199.0,,0,,
390,2,46162914.0,4,,74.0,,3,,74.0
392,2,46163976.0,5,,251.0,,0,,
393,2,46166531.0,26,,223.0,,2,,439.0
394,2,46169620.0,0,,210.0,,0,,17230.0
395,1,46170805.0,4,174.0,210.0,2.0,1,1.0,556.0
396,1,46173644.0,31,2694.0,,15.0,0,20.0,9007.0
397,2,46174307.0,5,,8.0,,0,,8.0
398,2,46174615.0,14,,5.0,,1,,
399,2,46174736.0,22,,190.0,,3,,
400,2,46174845.0,10,,210.0,,3,,3874.0
401,2,46178541.0,2,,256.0,,0,,5505.0
402,2,46179043.0,3,,226.0,,2,,
403,2,46179223.0,1,,256.0,,0,,
404,2,46179451.0,6,,46.0,,1,,
405,2,46179531.0,1,,190.0,,1,,
406,2,46179780.0,11,,256.0,,0,,
407,2,46180740.0,1,,256.0,,0,,
408,2,46180899.0,8,,56.0,,0,,
409,1,46181493.0,2,232.0,219.0,2.0,0,,219.0
410,2,46182053.0,2,,56.0,,2,,
411,1,46183146.0,31,3293.0,89.0,6.0,8,9.0,29617.0
412,2,46183202.0,4,,8.0,,0,,
413,2,46183695.0,5,,223.0,,0,,
414,1,46183808.0,20,5291.0,89.0,6.0,0,19.0,509.0
415,2,46183993.0,4,,223.0,,1,,
416,2,46184403.0,14,,215.0,,1,,
417,2,46184506.0,6,,251.0,,0,,
418,1,46186242.0,13,1382.0,77.0,3.0,1,5.0,88.0
419,2,46187011.0,4,,215.0,,0,,
420,2,46187706.0,8,,89.0,,1,,
421,1,46188081.0,52,11458.0,219.0,28.0,4,56.0,2669.0
422,2,46188551.0,0,,247.0,,1,,
423,1,46188801.0,156,64481.0,5.0,56.0,7,135.0,509.0
424,2,46189293.0,109,,88.0,,3,,
425,2,46189433.0,88,,13.0,,0,,13.0
427,2,46189991.0,14,,215.0,,0,,
428,2,46190145.0,3,,210.0,,2,,
429,2,46190194.0,14,,39.0,,5,,
430,2,46190237.0,14,,251.0,,2,,251.0
431,2,46190291.0,7,,215.0,,0,,159.0
432,2,46190326.0,96,,8.0,,1,,
433,2,46190624.0,40,,5.0,,0,,
434,2,46191043.0,24,,215.0,,4,,
435,2,46191239.0,84,,88.0,,1,,
436,2,46191858.0,14,,215.0,,0,,509.0
437,2,46192040.0,2,,215.0,,1,,
438,2,46194163.0,10,,215.0,,1,,
439,2,46194635.0,8,,30.0,,1,,30.0
440,2,46194815.0,13,,36.0,,0,,
441,2,46194878.0,5,,36.0,,0,,
442,2,46195005.0,7,,36.0,,0,,
443,2,46195592.0,7,,215.0,,0,,9007.0
445,2,46196013.0,2,,215.0,,2,,
446,2,46196265.0,7,,215.0,,0,,9007.0
447,2,46196774.0,5,,215.0,,0,,
448,2,46196775.0,6,,77.0,,0,,
449,2,46196937.0,1,,215.0,,0,,
450,2,46197002.0,6,,88.0,,3,,
451,2,46197488.0,5,,215.0,,1,,24560.0
452,1,46197901.0,9,9951.0,215.0,5.0,4,2.0,8.0
453,2,46198445.0,8,,74.0,,0,,
454,2,46199519.0,1,,62.0,,0,,
455,2,46199893.0,27,,13.0,,1,,3807.0
456,2,46200362.0,6,,39.0,,0,,39.0
457,2,46200507.0,4,,,,3,,
458,2,46201272.0,2,,226.0,,0,,
459,1,46205988.0,7,367.0,259.0,4.0,0,,805.0
460,2,46206220.0,6,,61.0,,2,,
461,2,46206452.0,2,,71.0,,3,,
462,2,46206662.0,8,,88.0,,0,,
463,2,46207752.0,5,,90.0,,0,,
464,2,46208083.0,3,,88.0,,4,,
465,2,46208708.0,2,,90.0,,0,,
466,2,46209234.0,5,,115.0,,0,,
467,2,46209843.0,5,,115.0,,0,,
468,2,46213504.0,4,,251.0,,0,,
469,2,46213999.0,4,,251.0,,0,,
470,2,46215338.0,32,,36.0,,6,,218.0
471,2,46216678.0,14,,168.0,,1,,159.0
472,2,46216834.0,6,,61.0,,0,,
473,2,46229838.0,2,,260.0,,0,,
474,2,46232478.0,5,,260.0,,0,,
475,2,46234548.0,3,,253.0,,0,,
476,2,46236872.0,7,,251.0,,0,,
477,2,46238330.0,1,,251.0,,0,,
478,2,46239197.0,12,,251.0,,4,,13280.0
479,2,46247322.0,9,,128.0,,4,,
480,1,46252716.0,14,1711.0,223.0,2.0,0,4.0,217.0
481,1,46253847.0,7,885.0,199.0,3.0,0,1.0,
482,2,46254292.0,5,,190.0,,0,,
483,2,46256032.0,14,,88.0,,2,,2798.0
485,1,46256890.0,48,4470.0,183.0,19.0,3,57.0,183.0
486,1,46257075.0,17,23985.0,266.0,4.0,4,4.0,449.0
487,2,46257328.0,9,,266.0,,1,,
488,2,46257378.0,10,,183.0,,1,,30807.0
489,2,46260355.0,3,,214.0,,0,,
490,1,46260629.0,16,2262.0,223.0,6.0,2,12.0,486.0
491,2,46261150.0,2,,268.0,,0,,
492,1,46261876.0,10,534.0,210.0,6.0,3,2.0,919.0
493,2,46262027.0,3,,268.0,,0,,
494,2,46262562.0,6,,88.0,,2,,88.0
495,2,46262622.0,6,,214.0,,1,,
496,2,46262653.0,6,,190.0,,0,,
497,2,46263231.0,3,,190.0,,4,,
498,1,46263501.0,2,2137.0,62.0,5.0,11,,
499,1,46263988.0,17,478.0,267.0,5.0,0,3.0,267.0
500,2,46264589.0,2,,190.0,,1,,
501,2,46264640.0,3,,88.0,,7,,223.0
502,2,46265142.0,5,,,,0,,
503,2,46265148.0,2,,256.0,,1,,
504,2,46265629.0,4,,5.0,,0,,
505,2,46266133.0,5,,88.0,,0,,
506,2,46267857.0,13,,215.0,,1,,
507,1,46269630.0,12,3303.0,215.0,4.0,1,4.0,
508,2,46269713.0,1,,266.0,,0,,
509,2,46269798.0,2,,,,0,,
510,2,46270177.0,35,,266.0,,0,,
511,2,46272740.0,26,,3807.0,,0,,
512,2,46273974.0,8,,33.0,,2,,
513,2,46275740.0,2,,260.0,,0,,
514,2,46276613.0,2,,266.0,,0,,
515,2,46277394.0,8,,270.0,,1,,17230.0
516,2,46278044.0,3,,251.0,,0,,
517,1,46279266.0,13,1760.0,68.0,3.0,2,4.0,68.0
518,2,46279450.0,3,,88.0,,1,,
519,2,46279977.0,4,,270.0,,2,,
520,2,46280023.0,2,,190.0,,5,,
521,2,46280345.0,7,,190.0,,0,,
522,2,46285423.0,12,,39.0,,1,,39.0
523,2,46286168.0,4,,74.0,,2,,74.0
524,1,46286754.0,8,284.0,,3.0,0,5.0,
525,2,46287227.0,9,,247.0,,0,,
526,1,46289861.0,7,466.0,88.0,2.0,0,1.0,
527,1,46296952.0,6,2504.0,114.0,6.0,2,2.0,930.0
528,2,46301617.0,2,,3807.0,,1,,
529,2,46301885.0,1,,,,4,,
530,2,46306344.0,8,,159.0,,0,,
531,2,46307088.0,4,,159.0,,0,,
532,2,46313062.0,12,,159.0,,5,,
533,2,46313336.0,7,,251.0,,1,,
534,1,46313762.0,44,11149.0,159.0,14.0,6,26.0,159.0
535,2,46314012.0,2,,251.0,,0,,251.0
537,2,46316559.0,11,,,,0,,
538,2,46324181.0,23,,260.0,,5,,556.0
539,1,46329430.0,34,9369.0,174.0,8.0,2,15.0,
540,2,46329476.0,9,,183.0,,0,,
541,2,46329724.0,14,,159.0,,3,,
542,2,46331378.0,7,,183.0,,0,,
543,2,46332783.0,5,,183.0,,0,,
544,2,46333651.0,13,,183.0,,0,,183.0
545,2,46336523.0,1,,273.0,,0,,
546,2,46336732.0,29,,183.0,,5,,509.0
547,2,46337584.0,8,,88.0,,0,,
548,1,46345912.0,5,571.0,266.0,1.0,0,,190.0
549,2,46355335.0,3,,270.0,,1,,
550,2,46357087.0,11,,5.0,,0,,5.0
551,2,46359794.0,36,,215.0,,4,,919.0
552,2,46360430.0,10,,215.0,,0,,
553,2,46360960.0,6,,215.0,,0,,215.0
554,2,46361342.0,10,,215.0,,0,,
555,1,46361876.0,46,6287.0,,5.0,3,23.0,7290.0
556,2,46361914.0,-1,,215.0,,1,,
557,2,46362955.0,33,,215.0,,4,,30872.0
558,1,46365333.0,11,339.0,39.0,4.0,0,3.0,
559,2,46366241.0,5,,88.0,,0,,
560,2,46366610.0,9,,5.0,,2,,
561,2,46367387.0,12,,215.0,,0,,
562,1,46367471.0,10,1005.0,5.0,5.0,1,14.0,9007.0
563,1,46367600.0,8,1855.0,215.0,3.0,5,4.0,8.0
564,1,46367870.0,5,1498.0,215.0,1.0,2,,8.0
565,2,46368148.0,2,,88.0,,1,,
566,2,46368352.0,7,,190.0,,6,,
567,2,46368695.0,11,,92.0,,1,,92.0
568,2,46369790.0,2,,92.0,,1,,
569,2,46369964.0,3,,5.0,,0,,
570,1,46371567.0,12,753.0,251.0,4.0,2,6.0,251.0
